Regulator	Target	MI	pvalue	directionality
LTBP4	THSD4	0.31882979608325623	0.011122597681163091	0.118642347887856
LEG1	FMOD	0.46718653591379794	0.025897753165099124	0.181121608407413
SFRP3	CD97	0.29096920879109917	1.3877181573601078e-06	0.161122748338542
IGJ	CO7	0.521008094583969	1.3877181573601078e-06	0.279191566365861
LRP1	OLFL3	0.24398009748150917	0.025897753165099124	0.0649191359367625
CAD13	MIME	0.43758429243095714	0.025897753165099124	0.167836412844659
F13A	A2AP	0.33182370310718046	0.025897753165099124	0.279590034946508
SLPI	ZPI	0.34994517425691846	0.025897753165099124	-0.0602510575647447
S10AB	APOC4	0.28175026105779083	0.025897753165099124	0.0208997287181418
CD97	ANXA4	0.29012863458160726	0.025897753165099124	-0.074496468112144
SPP24	LAMB1	0.2562949271113691	0.011122597681163091	-0.0286181946543211
SAA1	APOC3	0.23027733602723618	0.025897753165099124	0.105224908157108
C1S	CATF	0.25249038867553636	0.011122597681163091	0.0705179362952168
IBP5	SBSPO	0.2707050807813083	0.025897753165099124	-0.0307970363881613
APOD	CFAB	0.511979888447955	0.025897753165099124	0.348967261855083
C1S	TSP1	0.4913750470003344	0.025897753165099124	0.194246491076752
A1AT	CFAD	0.45117015823312423	0.025897753165099124	0.230648557531949
FBN1	ITIH2	0.27924823123063014	0.011122597681163091	-0.0910428478199354
S10AC	AGRIN	0.2805045670734958	0.025897753165099124	-0.0964008591737215
FIBB	PROS	0.5636065922197518	0.025897753165099124	0.341571269978238
ANX11	CD97	0.25911825113179665	0.0041805172870513435	-0.0184355041881478
CO3	A1AG1	0.482058769935255	0.025897753165099124	0.336058627773408
CO5A3	S10A4	0.35134568549644274	0.0013866478992705853	0.00287449891845167
ITA1	HPTR	0.4490944745057561	0.0041805172870513435	-0.179520935334411
MXRA5	POSTN	0.28750310995528877	0.0013866478992705853	0.16407791930798
MEGF6	LOXL1	0.4176881554889127	9.137668847494518e-09	0.24759727455344
SAA4	TRFE	0.5510428605516045	0.025897753165099124	0.301115408353831
SLPI	PCOC1	0.32600864099353083	0.025897753165099124	0.0822082780801819
PLMN	CO4B	0.40259343593897706	0.025897753165099124	0.269297151631867
ITB2	TIMP3	0.3669821655906088	0.011122597681163091	0.266387443286887
MUC18	ANXA5	0.26268685730820795	0.025897753165099124	0.0908488132321676
CO6A2	PODN	0.2855998795157802	0.0013866478992705853	0.196361052400684
HRG	PCYOX	0.42904170958348775	0.025897753165099124	0.270157845748199
S10A4	S10A6	0.47657397811029467	0.025897753165099124	0.209397833484721
CD97	AMPN	0.266624645076307	6.564066925563181e-06	-0.000266683959506142
PON1	SAA4	0.6589778225533263	0.0041805172870513435	0.503713261231657
LAMA4	LEG3	0.30360943163300724	0.0041805172870513435	0.228462930764702
CO3	ZPI	0.5516508230410654	0.011122597681163091	0.448878851000502
COCA1	LAMB2	0.3531326721519702	0.0004203247054417994	-0.0591506961583302
PROP	S10AA	0.27163518140537535	0.00011426935458156464	-0.0833900935312781
CLUS	SFRP3	0.277683092267448	0.011122597681163091	0.215953267355309
CD109	MMP12	0.3979051455162723	0.0041805172870513435	0.145085079552582
ANX11	PGS1	0.25312626708095537	0.025897753165099124	0.057979953425003
SPP24	CATG	0.3283199454844885	0.025897753165099124	0.0923823514211369
APOC3	PRDX2	0.2793315029276922	0.025897753165099124	-0.171255874745043
HORN	HEMO	0.39628089314906806	9.137668847494518e-09	0.283862047865592
VINC	CLC11	0.33438036514998615	0.0013866478992705853	-0.102433450373736
FHR1	LEG1	0.4092712132957781	0.0041805172870513435	-0.119996232075051
S10A6	ANXA2	0.3322924231716258	5.15853392684822e-08	0.243341473845413
S10A6	ANXA5	0.29720063992363843	2.3880375369997903e-10	0.178766976217757
FGL2	PERM	0.24731615901494516	2.8520959865590143e-05	-0.0660921477985078
CD97	CO1A2	0.3160549023393953	2.778697181403862e-07	-0.156335961436735
CCL18	TIMP3	0.30753654261713353	0.025897753165099124	0.220048722582903
VWF	APOC1	0.30685083981540046	0.025897753165099124	0.112601900276945
TIMP1	MSRE	0.36108960536684903	0.025897753165099124	0.256185846853964
SAP	OMD	0.27319060779148724	0.025897753165099124	-0.0333550999925642
ANT3	AACT	0.5744917785015882	5.15853392684822e-08	0.422374775380534
VINC	LAMB2	0.5641995859443139	0.0013866478992705853	0.459707563533632
VINC	LAMC1	0.5524821055508639	0.0041805172870513435	0.396571864278944
CO4A2	IBP5	0.3720328789170851	0.011122597681163091	0.188936339863705
GDN	CO7	0.4903365913917014	0.0041805172870513435	0.295331755683854
TRYB2	OMD	0.2544518223726362	0.011122597681163091	-0.0895086576080879
ITAV	FIBA	0.36746014571471847	0.011122597681163091	-0.138768288706905
IPSP	S10AA	0.35826531124388816	8.766513885033966e-14	-0.156050840122184
MGP	COGA1	0.40286234783765335	0.0	0.225897422805431
TRFL	IGHG2	0.36918515058849966	0.0013866478992705853	0.139317580738454
GRP75	PRG4	0.28117436042328414	6.564066925563181e-06	0.0113448744383597
CO6A1	CO6A2	1.3878658116741687	0.0	1.08734772792888
CO6A1	CO6A3	1.1663343906632158	0.0	0.918678377920745
SFRP3	PPT1	0.2706576164447872	0.011122597681163091	0.0918281140238982
APOC3	CCL18	0.2948010075488052	0.025897753165099124	0.106761470675926
MMP12	SODE	0.4602502905572283	0.025897753165099124	-0.148852584378021
TAGL2	AMBP	0.25613964315163135	0.0013866478992705853	-0.00816984086747658
ASPN	CTHR1	0.3265097804556241	2.8520959865590143e-05	0.238742493910947
FHR1	S10A8	0.2751525121393355	0.025897753165099124	0.143764732726677
FGL2	CATF	0.28463234308093605	0.025897753165099124	0.170618098219048
PRDX1	TIMP2	0.291013236010775	0.0041805172870513435	0.259210353986159
GELS	PGBM	0.5484527251757142	0.025897753165099124	0.357958616822603
YBOX1	CADH1	0.2200932918311484	0.011122597681163091	0.0799631250222911
APOA	IBP5	0.225363302460317	0.025897753165099124	-0.0159666081253789
APOE	ITIH4	0.5504195434860727	0.025897753165099124	0.345333804428657
CAD13	VINC	0.6027194552436568	5.07093336393703e-12	0.365625391705609
SODE	ITAM	0.3619561748255708	0.011122597681163091	-0.0523424707383636
CD109	A1AG1	0.40824141825635607	0.00011426935458156464	0.195920235835104
LOXL1	FBLN1	0.3565600182113749	0.025897753165099124	0.0713261675287216
PLMN	PROS	0.593302434316223	2.3880375369997903e-10	0.453246879117006
PPT1	CATG	0.2689844307861134	0.025897753165099124	0.0142885852101921
ITB2	C1QB	0.4067416330884293	0.011122597681163091	0.284399787863635
YBOX1	MUC18	0.2911898889013245	0.025897753165099124	0.0675454997410374
MGP	ITAM	0.3077751987692282	0.0013866478992705853	-0.0298689392879584
THSD4	DERM	0.3057126636823969	0.011122597681163091	0.225144616841056
CO3	CD44	0.3350141701735221	0.025897753165099124	-0.123901841518234
CO5A2	BGH3	0.3110495943347371	0.0041805172870513435	0.0731477151459586
POSTN	ICAM1	0.30853885943730913	0.025897753165099124	0.219997295372478
IGHG3	APOE	0.45089877444960896	2.8520959865590143e-05	0.242654048759139
PA2GA	CO5A2	0.22442697177058474	0.011122597681163091	-0.0394068409453945
CO2A1	OSTP	0.3274021714206731	0.011122597681163091	0.132343752490758
ANXA2	HRG	0.27841979297458747	0.025897753165099124	-0.0802882498831955
LYSC	IGHG4	0.29527237975791604	6.564066925563181e-06	0.150741913737445
COMP	CYTC	0.2671941494407758	1.3877181573601078e-06	0.0582635160250224
TENA	MSRE	0.4064710267208946	2.3880375369997903e-10	0.338203295658109
A2MG	ICAM1	0.29734541019096666	0.025897753165099124	0.0933565725056871
COLA1	COGA1	0.3540239923636115	0.0	0.353304290202164
ANGL4	ECM1	0.2907590357857085	0.0004203247054417994	0.193012915293796
LTBP1	CYTC	0.30764178555954613	0.025897753165099124	0.0542346269780314
LOXL1	COEA1	0.4554129064804628	0.025897753165099124	0.1401257258957
LUM	S10A8	0.328291973067053	0.025897753165099124	0.00144224300828347
CO5A1	APOL1	0.31928954434547324	0.025897753165099124	-0.0442420884168321
ASPN	MMP12	0.32535616179842125	0.025897753165099124	0.20185386296674
FINC	SLPI	0.3001455628070831	0.0004203247054417994	-0.006775381736308
RARR2	FHR5	0.2559101815373757	0.011122597681163091	0.145892640622117
PCOC1	ALBU	0.3458627973681754	0.025897753165099124	0.222967431099482
CO6A1	SFRP3	0.32068948717869167	0.025897753165099124	-0.0913498100826205
VWF	COLA1	0.29459020986561585	1.3877181573601078e-06	0.103612096843575
ELNE	TETN	0.2607397322426772	0.011122597681163091	0.0795513507761846
CRLF1	DERM	0.20038332716688778	0.025897753165099124	0.0952213159600435
AMBP	CATF	0.29367184336752955	0.025897753165099124	0.159190879277546
ANT3	S10A6	0.3702264419358302	0.0041805172870513435	-0.0992721691703833
QSOX1	APOA2	0.5776595169988362	0.0013866478992705853	0.460404994232271
QSOX1	APOA1	0.5674699040185024	2.3880375369997903e-10	0.47716098556609
IC1	A1AG1	0.5085904568617278	0.025897753165099124	0.301105205264797
FBLN2	CO3A1	0.23312354883311048	0.011122597681163091	-0.00493868429214204
FHR3	DERM	0.3118652470820476	0.011122597681163091	0.172304322679533
TR11B	SULF1	0.4185753218011415	0.0	0.334163244528704
FIBA	FCN3	0.40724872709754034	0.011122597681163091	0.180253884977252
CO5	CO7	0.6950934124704138	0.0	0.569071725385051
S10A9	MARCO	0.32704921300377154	0.0013866478992705853	0.161507972152775
A2AP	HEP2	0.5452445956855163	0.025897753165099124	0.352362655323807
LTBP2	CO6A3	0.306531431003972	0.025897753165099124	-0.0426017791895495
LAMA5	BGH3	0.36655729100905027	0.011122597681163091	-0.115964835417459
VTDB	A1AG1	0.5574697240413519	0.0	0.498638174746522
CO8A	PLTP	0.5626965629930015	1.3877181573601078e-06	0.437066639701474
IPSP	VTNC	0.3546722617813837	2.8520959865590143e-05	0.327492116239031
PON1	A1AT	0.6050079449206593	1.3877181573601078e-06	0.42739553536551
SMOC2	CO6A2	0.30273587175586353	6.564066925563181e-06	-0.0930578681587124
CFAD	TR11B	0.3907609281454487	0.0041805172870513435	0.147711336140082
CO8A	PLMN	0.5719254845698643	0.00011426935458156464	0.42664327010063
CCL18	PGS2	0.26213368169554535	0.0013866478992705853	0.0207221754627873
MFAP4	NID2	0.43222564347382175	0.011122597681163091	0.166103905940226
ANXA1	C1R	0.533378547375699	0.025897753165099124	-0.24168507840483
ANXA1	C1S	0.4570671932111918	0.025897753165099124	-0.152120058969592
KLKB1	CFAB	0.5403402007942133	0.025897753165099124	0.370988604016783
CO8A	CFAB	0.5122465427970232	0.025897753165099124	0.42991024100722
CO8A	CFAD	0.4281488295158516	0.025897753165099124	0.244727480292354
CO5	KLKB1	0.5906720395062508	0.00011426935458156464	0.472099044481163
PODN	COCA1	0.31425101906619435	0.0041805172870513435	0.229821270666952
F13B	APOC2	0.32823520450216315	0.011122597681163091	0.302878928492219
CBPB2	ZPI	0.5431492355021073	6.564066925563181e-06	0.458453964630553
ITIH1	PROC	0.2873000813596144	0.011122597681163091	0.0724955018779975
CRAC1	GANAB	0.2960657414231949	0.00011426935458156464	0.0681076215515177
COCA1	PRG4	0.2891067177436463	0.025897753165099124	-0.00846049619158703
SDF1	CATF	0.3271087450846382	1.3877181573601078e-06	0.157411750495299
SPP24	LG3BP	0.3618599375179609	1.3877181573601078e-06	-0.0884690631904424
OLFL3	CD14	0.25817009067655083	0.0004203247054417994	0.0253340388120539
PROS	PEDF	0.461273899982234	0.011122597681163091	0.272998662401617
S10A8	PRG4	0.36243889311050925	0.0041805172870513435	0.0806976091022057
AMBP	FBLN1	0.2898061587337629	0.0004203247054417994	0.141052382382759
TSP2	TR11B	0.4364214661920084	3.5696811889067924e-11	0.376348936997824
AMBP	CD97	0.29958762714760645	0.0004203247054417994	-0.0856641199049537
GANAB	HPLN1	0.3358805444850554	0.0013866478992705853	-0.149626612668745
KLKB1	ALS	0.6518804926984095	8.766513885033966e-14	0.607450262820548
TIMP1	EMIL2	0.45151054496276244	0.011122597681163091	0.283968834440181
COMP	CD97	0.28028213574044836	0.025897753165099124	-0.0514125766171929
LAMC1	MXRA5	0.31365418631474346	0.0004203247054417994	-0.090757299523847
AEBP1	TARSH	0.3491852722281966	0.0041805172870513435	0.0852002787349012
VTNC	MSRE	0.3693484397682325	0.0041805172870513435	0.00885467664407981
CYTC	MARCO	0.2773469148537562	2.778697181403862e-07	0.170734433199744
FETUA	CO2A1	0.25846837009616513	0.025897753165099124	0.174396279677085
FA12	IC1	0.4228370378445178	0.011122597681163091	0.383936872254352
NID1	MFAP4	0.5461494414190374	0.011122597681163091	0.282353352337629
ITIH2	APOD	0.5827844493733255	6.564066925563181e-06	0.437621194155578
CO6A1	MUC18	0.283518228299517	0.011122597681163091	-0.0397184876898303
TIMP2	PGS1	0.30687133743881656	0.011122597681163091	0.01913468588833
APOA1	PEDF	0.5499091180731843	2.778697181403862e-07	0.443336913702416
ITB2	EMIL2	0.4046993740095715	0.025897753165099124	0.237697422551913
FCGBP	TETN	0.2827269741805612	0.025897753165099124	-0.0435486897498139
KLKB1	CERU	0.57372806902441	1.3877181573601078e-06	0.390831108832209
MUC18	LEG1	0.4255723808552626	0.0013866478992705853	0.230030498266314
LEG3	ITIH3	0.34138354982027214	0.025897753165099124	-0.0954147671792379
LEG3	ITIH1	0.2953607221544471	0.0041805172870513435	-0.171796044016355
LTBP2	CO8A2	0.3951533422104429	0.025897753165099124	0.0260613414477453
APOA1	KLKB1	0.6089484685056331	0.025897753165099124	0.473624790850478
TSP1	GELS	0.48085408282179287	2.778697181403862e-07	-0.220828437583859
TRYB2	IGHG3	0.3116222694189792	0.00011426935458156464	0.00332506812565737
FHR3	HPTR	0.3631646851720103	0.0041805172870513435	0.0796580393491645
CO8B	APOD	0.6062128461456731	2.8520959865590143e-05	0.392721232379778
PCYOX	ZPI	0.5186575511304042	2.778697181403862e-07	0.446756925412372
ICAM1	LAMA5	0.31660032023918677	0.025897753165099124	-0.0314631996485877
PCYOX	TRFE	0.4334907201516996	0.011122597681163091	0.309181230734567
ICAM1	LAMB1	0.280227041263384	0.025897753165099124	0.0969203361949481
ELNE	S10AC	0.2501906723053804	0.00011426935458156464	0.0730896288041658
HEMO	IGKC	0.5528579094654745	0.0041805172870513435	0.329770098950663
ITAM	CO9	0.31837381548319454	0.0004203247054417994	0.122144950761142
ANXA2	SBSPO	0.33688839676403637	0.025897753165099124	0.0609772777796601
LTBP2	FGL2	0.36940337466304235	0.011122597681163091	0.212105349753506
HPLN3	LRP1	0.31143933538100566	0.025897753165099124	0.0156123945333287
COGA1	FBLN1	0.2625093594313501	0.025897753165099124	0.0636833411452537
KLKB1	CD5L	0.5179964111028067	0.025897753165099124	0.329194283566645
FBLN3	AMPN	0.3255716955966253	0.011122597681163091	-0.149591573271663
IGJ	GDN	0.44511472536174157	0.011122597681163091	0.316549017095258
CO8A	CD14	0.5255281571056096	0.025897753165099124	0.386486171509165
APOC4	CO6A3	0.30140481982697825	0.025897753165099124	0.188107326903183
APOC2	C1R	0.42516263687347877	0.011122597681163091	0.234876357865175
CAD13	YBOX1	0.3401931912100548	0.011122597681163091	0.160405671126839
ICAM1	BGH3	0.35941547910455185	5.15853392684822e-08	0.244099710985275
FIBG	OMD	0.339990602877515	0.025897753165099124	-0.181304030730794
LYSC	MSRE	0.31698916798475657	0.025897753165099124	0.171458038665222
SAMP	LEG3	0.28033095177491923	0.025897753165099124	-0.0625272046150731
CRLF1	COFA1	0.26193491208707087	0.011122597681163091	-0.000242817257570168
ANXA6	LTBP1	0.40931392396026967	0.025897753165099124	0.129306764251825
HMCN1	DERM	0.3021417252609549	0.025897753165099124	0.195132402207501
FBLN3	AMBP	0.3123021647815243	0.025897753165099124	0.16654147326955
TIMP1	ECM1	0.35399938552190746	0.0041805172870513435	0.205827891929427
CATF	OLFL3	0.2823703011462655	0.011122597681163091	0.117977312928449
PROS	APOA2	0.4807449888453658	0.025897753165099124	0.332660008806863
MMP2	CEMIP	0.3870725560064338	0.025897753165099124	0.124667569075988
EMIL2	ANXA2	0.31289451469678564	0.011122597681163091	0.0567913225557378
ITIH5	A1AT	0.434038141502754	2.778697181403862e-07	-0.231315688175376
SAP	CATF	0.21963389250872853	0.025897753165099124	-0.0499953913530381
EMIL1	COIA1	0.4238061968017211	0.011122597681163091	0.202782992893482
FBLN5	LOXL1	0.37625307321896945	0.0004203247054417994	0.136106183837858
COFA1	FA9	0.25509048169356036	0.011122597681163091	-0.126949852292379
SFRP3	S10AC	0.2472824552359739	0.0013866478992705853	-0.00907757189929927
SFRP3	HMCN1	0.3103093934093111	0.025897753165099124	0.100776141823734
THSD4	CYTC	0.2959212745865085	2.8520959865590143e-05	0.124770518002114
CO5	CATF	0.29708543111762864	0.0041805172870513435	0.0419161255252806
TENX	LAMC1	0.3249019102991088	0.025897753165099124	0.0378902404656279
SOST	MFAP4	0.4265514669731682	0.011122597681163091	0.313335384925002
MMP7	APOA	0.30862352344058397	6.857923320133998e-13	0.247215285828673
YBOX1	CO1A1	0.26150809146856185	0.025897753165099124	0.0125429834402986
PLOD1	ITIH2	0.5368825279788197	2.8520959865590143e-05	0.442225169303343
MARCO	PERM	0.34777082017666267	0.0013866478992705853	0.178525869993265
MFAP4	F13A	0.3736296604962889	0.0013866478992705853	-0.19422140799448
PERM	CD14	0.29497140215050316	0.025897753165099124	0.00860219265466817
ANXA5	TAGL2	0.2910076290451239	0.0041805172870513435	0.13032239256242
S10AA	SERPH	0.4505049103517121	0.025897753165099124	0.221327043556293
PLIN2	CO6A1	0.26739854451294665	0.011122597681163091	-0.0499533013635054
PCYOX	CFAH	0.4517968127119086	0.011122597681163091	0.266085099582737
LEG1	CO3	0.5194567053990008	0.00011426935458156464	-0.293666630893174
VTDB	TRFE	0.4544150608933677	0.0041805172870513435	0.363134672438331
CLC11	CO5A1	0.23885784772976093	0.025897753165099124	0.134057514398975
KLKB1	TTHY	0.7032881458566266	2.8520959865590143e-05	0.556986492223762
KLKB1	CATZ	0.4956929681071668	0.0041805172870513435	0.320693792998768
B2MG	CO5A2	0.2723023467502972	0.0041805172870513435	0.0327330021149438
APOA1	CD14	0.5094745880889932	0.011122597681163091	0.400441449005068
S10A4	FHR2	0.5601477289488935	6.564066925563181e-06	-0.216221731875218
A1AT	CD109	0.4171621682596739	0.011122597681163091	0.182759377519856
PGCA	POSTN	0.3473265013164254	0.0041805172870513435	-0.0984540016125154
CYTB	YBOX1	0.2823267898848032	0.025897753165099124	0.125302696916791
QSOX1	CO5	0.5354904813156635	0.025897753165099124	0.430210907751045
QSOX1	CO6	0.5628974670499565	0.0013866478992705853	0.356432769136098
ANGI	POSTN	0.366458712741	0.0004203247054417994	-0.133148454493385
MMP12	FRIL	0.40163063302850194	2.8520959865590143e-05	0.33986594479643
AMBP	TRFE	0.33909065037034064	0.025897753165099124	0.088950715393101
SERPH	COEA1	0.40412564387118344	0.0004203247054417994	-0.0406759860002723
CO3A1	CO1A1	0.6974679617040622	0.0	0.632098059361838
HEMO	A1AT	0.5984479126380051	0.0041805172870513435	0.406138056675015
FBLN5	FRIH	0.3359944670901367	2.8520959865590143e-05	-0.138254666906671
ANT3	ALBU	0.48724744453864094	0.011122597681163091	0.328940711749494
S10A4	SODE	0.5379454459780845	0.0013866478992705853	0.319923095878639
CO6	CO7	0.7339751487603369	0.0	0.721909035418007
CO6	CO5	0.6685068796022541	0.0	0.552860629061157
B2MG	CO6A3	0.29007910640975326	0.025897753165099124	-0.00453394103168733
S10A4	FIBG	0.5773199599743993	0.0041805172870513435	-0.234226242318256
TR11B	APMAP	0.43012764838240686	0.025897753165099124	0.292460077978583
S10A9	FHR3	0.3012591332976018	0.0004203247054417994	0.0660046382387677
CD14	C1QC	0.4402985053190158	5.07093336393703e-12	0.390023697236603
MSRE	COBA1	0.3556459574470468	0.0004203247054417994	0.212241400822317
THRB	ANXA4	0.3248084008817784	0.0013866478992705853	0.263027882697511
PGBM	CSPG2	0.7872351625295424	0.0	0.58915879731563
FHR3	CO5A2	0.26521048870373715	1.3877181573601078e-06	0.204628795842207
TIMP3	MMP12	0.36265582757456916	3.5696811889067924e-11	0.401972681081808
SERPH	COFA1	0.3726857473529645	9.137668847494518e-09	0.305101528827663
CO5A1	LRP1	0.2589259265554761	0.0041805172870513435	-0.059124586064727
CYTB	PDIA1	0.37737820854755116	6.857923320133998e-13	0.36367876469205
CADH1	IBP3	0.28111181147010544	0.0041805172870513435	0.210748907029226
MSRE	TRFL	0.2795955002150435	0.011122597681163091	0.110174880290722
LAMB2	OSTP	0.29307059562106885	0.0041805172870513435	-0.0463548761601846
MFGM	EDIL3	0.41910322048289267	0.0	0.39820468473303
SFRP2	LUM	0.3337182504846196	2.8520959865590143e-05	0.170365145002658
MFAP5	TR11B	0.3412436031201021	1.3877181573601078e-06	0.243330915401989
HPT	APOD	0.5446372040961178	0.025897753165099124	0.423070814858765
PROC	APOD	0.44417275636676223	6.564066925563181e-06	0.0146394946195324
PROC	APOH	0.29743066779170013	0.0041805172870513435	0.000224970746112732
PEDF	APOD	0.5884351979248841	0.0004203247054417994	0.305732720234411
NID2	PGBM	0.4686407882375369	1.5112606166489684e-09	0.287580553035462
AMPN	MMP12	0.341405492118854	1.3877181573601078e-06	0.286233096225698
MUC18	CATZ	0.45095508488636876	0.025897753165099124	-0.202704575428236
LYOX	FHR1	0.26914648767179206	0.0004203247054417994	0.00712415060280297
CATF	SFRP2	0.311237156067409	0.025897753165099124	-0.0286296858931802
F13B	TETN	0.36132147740956483	0.025897753165099124	0.155880896450828
ALS	LTBP4	0.37473165962285826	0.025897753165099124	0.0243314779830057
FIBG	CATF	0.336967977426147	0.011122597681163091	-0.0967494111741775
FIBG	CATB	0.4377330167508517	0.011122597681163091	0.271048087380102
MMP2	CO5A1	0.23916196769073725	0.011122597681163091	-0.0389732804563565
MMP2	CO5A3	0.32046752418755703	0.025897753165099124	-0.0582609100545736
TIMP1	ITB2	0.4949158043635698	0.0013866478992705853	0.399153276202962
C1QC	C1QA	0.7119774617081422	2.3880375369997903e-10	0.60746422426851
ICAM1	FBLN3	0.307835447781349	0.025897753165099124	-0.0915385733836077
LG3BP	ECM2	0.29767955140172253	0.025897753165099124	0.118188336563031
AACT	QSOX1	0.5352946774821642	0.0013866478992705853	0.450595613234464
FA9	PROC	0.504352234152154	1.5112606166489684e-09	0.392384471544017
A1AT	HEP2	0.5911226732332945	0.0004203247054417994	0.461859948611018
