Regulator	Target	MI	pvalue	directionality
IBP7	PGBM	0.30293751789196804	0.022191044340168397	0.247976244023344
CAD13	A2MG	0.455350377258842	0.022191044340168397	-0.0562077479173749
DEF1	APOM	0.24567976774745567	0.022191044340168397	0.127146635974597
VWF	AFAM	0.2676816130442751	0.04588680310929205	0.0361960240195404
CO4A1	SLPI	0.34908301045917617	1.985753474932594e-09	0.264234917788854
OLFL3	CO6A3	0.2957470711456369	6.689817796336864e-06	0.204527508042387
CD14	CATB	0.32768007320471143	0.04588680310929205	0.263529665541323
ITGBL	ITB2	0.2504611833785888	0.04588680310929205	0.0803766318594014
PLF4	S10A9	0.377603360303212	0.04588680310929205	0.118134709025007
PLF4	S10A6	0.3106223935823051	0.04588680310929205	-0.0887873958713001
CO6A2	OLFL3	0.33373553777083337	0.000107772995171842	0.138936677026474
LEG3	PRELP	0.2982247335776609	0.000107772995171842	0.0928410593214594
LEG1	CO1A1	0.3738624981532454	0.0035934388467223463	-0.00476984800521324
APOA4	NPC2	0.3717899085820788	0.00038213523756899093	0.31620141553317
A1AG2	PLTP	0.28684050791056687	0.04588680310929205	0.0750876605380915
ITGBL	ANXA4	0.2580702868679759	0.04588680310929205	-0.0277354732566694
S10A9	APOC1	0.3723144891100311	0.04588680310929205	0.165394616963634
SFRP4	FCN3	0.26421092514237204	0.04588680310929205	0.0659985852275518
FHR1	ANXA4	0.38456720429223534	0.022191044340168397	-0.166255245252777
VINC	FBLN4	0.4754706287758305	1.4848027511469927e-06	0.324437707104668
ITB1	DEF1	0.24706389285594055	0.04588680310929205	-0.0355452409227199
F13B	CD5L	0.352638937046802	0.022191044340168397	0.285626092629149
ICAL	GELS	0.35934457338456305	0.04588680310929205	-0.0574068675579728
CRIP2	FA10	0.3594792377155871	0.04588680310929205	-0.134714856722333
DERM	S10AA	0.32456414621777857	0.04588680310929205	0.0231048570442756
CATB	FHR1	0.35561456877893294	0.04588680310929205	0.0444015084603154
MFGM	HDGR3	0.3698142955324058	0.0035934388467223463	0.305816551978221
IBP6	OLFL3	0.21464103644217758	0.04588680310929205	-0.0188098860206076
FBLN5	CD44	0.36300978208290524	0.00038213523756899093	-0.204900401617983
CO2	A1AG2	0.3820617491584831	0.022191044340168397	0.274298574661604
LAMC1	IGKC	0.2656504800860482	0.04588680310929205	0.000873127422066116
CLC11	CAD13	0.3223920773721373	0.022191044340168397	-0.170906477026415
SDF1	MIF	0.2665445085773442	0.04588680310929205	-0.128811188192868
ANXA5	S10A4	0.4791052371022803	5.385369832888636e-11	0.409709419312032
SAP	BCAM	0.2737275808214895	0.0012296275342434367	0.0455453456553006
MMP2	NPC2	0.2731810047497323	0.04588680310929205	0.00344034225557779
LUM	PGS1	0.2985919986723231	0.04588680310929205	0.146861733451499
HDGR2	FA12	0.31108115667276975	6.689817796336864e-06	-0.128271551678224
MMP2	HDGR2	0.3649519796480992	0.0012296275342434367	-0.0895059244794768
SULF1	CD5L	0.22535444116474426	0.04588680310929205	0.0825591680370495
CO6A3	AACT	0.3700802227744924	0.04588680310929205	-0.0438531118381155
PCOC1	FCN3	0.2938691290809168	0.009392649306636072	-0.0498516609312078
LEG1	S10AC	0.3614970105532594	0.04588680310929205	-0.0959232578827086
TENA	CATL1	0.2991598837920415	0.00038213523756899093	0.266087882246255
SPON1	IGHG4	0.3046683008165343	0.009392649306636072	-0.0727410003653663
CFAH	PLMN	0.4360787681243477	0.04588680310929205	0.442641467554026
CAD13	COIA1	0.44163332736447347	8.320740720907734e-12	0.344532962217685
ANXA6	TAGL2	0.43402062812147457	1.1269493079212008e-08	0.393605224877091
FST	HTRA1	0.27317386359844825	0.022191044340168397	-0.00377269715559885
CBPA3	COMP	0.24025558421495288	0.04588680310929205	0.0835178820111745
A2AP	IGLC7	0.4259065819118953	0.022191044340168397	0.204248316965452
SMOC2	MMP12	0.3037005712797776	0.04588680310929205	-0.100378515075146
SLPI	DERM	0.38891846617042786	3.3542805928050697e-10	0.315286702353675
CO4A	LAMA4	0.31381176091306756	2.1548439600328583e-14	0.076839719931001
LG3BP	IBP5	0.2692542375318352	0.04588680310929205	0.154541082914519
SAA4	LTBP4	0.3606228752440324	0.04588680310929205	-0.116809491802753
SFRP4	TIMP1	0.324188706124865	0.0012296275342434367	0.159073014064009
IPSP	ANXA2	0.38354251185847854	0.04588680310929205	-0.0393095056656035
ITA1	DEF1	0.24423492614259334	0.04588680310929205	-0.113647062009141
PTN	SMOC2	0.3591920926243426	0.04588680310929205	0.26712381983806
CO1A2	PGCA	0.33002358605398835	0.000107772995171842	0.246961881715642
FRIH	FBLN3	0.4082072761672122	1.1269493079212008e-08	-0.251216325416536
S10A4	S10A9	0.4277708584569181	2.7981100117864694e-05	-0.168005375064621
S10A4	S10A6	0.4180513551631164	5.385369832888636e-11	0.369121335492749
FBN1	FCG3A	0.2692070429411211	0.04588680310929205	-0.0344750403352015
PON1	SAA4	0.5262115024556411	3.1168665120092424e-07	0.411566270520782
LECT2	TETN	0.2995497463512898	0.00038213523756899093	0.00820185545197573
ITB2	TINAL	0.29998722596068395	0.00038213523756899093	-0.00813450681958825
C1QBP	C1QC	0.20169976588225932	0.022191044340168397	0.0683249841073362
CO4B	C1QBP	0.3763903633271819	0.04588680310929205	-0.136236862149651
FA10	CO6A1	0.2767633336314299	0.04588680310929205	0.204810952235699
FA12	ALBU	0.4476944679408952	0.0012296275342434367	0.292741059081026
APOH	COEA1	0.37258689556558877	0.022191044340168397	-0.217251503826558
FBLN5	PERM	0.30955976992028245	0.022191044340168397	-0.137644954898877
IGJ	FIBA	0.466271084143558	0.009392649306636072	0.259944393337003
ANX11	PGS1	0.37935039644148877	0.022191044340168397	-0.0176911654997249
TIMP2	FBLN3	0.3123508924202348	0.04588680310929205	-0.0398978152382479
ITB2	TENA	0.3431063012651414	0.0035934388467223463	0.300311859271391
FHR2	APOE	0.36954308045373524	0.04588680310929205	0.14898852093405
CD14	SFRP3	0.28620452314455963	0.04588680310929205	-0.15204747538462
SDF1	HGF	0.3802673808145166	0.0	0.268032823657608
FHR1	LEG1	0.4191010937085303	3.3542805928050697e-10	-0.201914744121715
PCOC1	SLPI	0.290982449715123	0.04588680310929205	0.201004745811751
S10A6	ANXA2	0.35116665656543045	0.022191044340168397	0.179177559541295
S10A6	ANXA4	0.32514685225683226	0.022191044340168397	0.311895722348857
S10A6	ANXA5	0.4613343754722011	0.0	0.372818331132988
FGL2	PERM	0.2699095721155169	0.04588680310929205	0.0702112146264175
LAMC1	ICAL	0.31490745225055256	0.04588680310929205	-0.0413745339953983
CO6A1	OLFL1	0.30495705440205956	0.0035934388467223463	0.255847587528038
CO6A1	OLFL3	0.4081598818222723	0.00038213523756899093	0.195014115137442
SRP14	APOA	0.286905510447097	0.022191044340168397	-0.0448837120503401
SRP14	APOE	0.3010615516670201	0.0035934388467223463	0.00472846725044514
PGCA	OLFL1	0.31462715531904195	0.009392649306636072	-0.034763142496266
KLKB1	CLUS	0.36180361139596556	0.0035934388467223463	0.336644870864121
LECT2	C1QB	0.24830068481403597	0.04588680310929205	-0.101710264104797
S10A8	HPTR	0.3184213320596758	0.0035934388467223463	0.242459484479058
S10A4	CRIP2	0.4917608797198297	0.0	0.421988992376896
LUM	CERU	0.34279524820348417	0.04588680310929205	0.0725304398421353
TRFE	SRPX2	0.3766779131160696	0.0035934388467223463	0.00237999091524468
CO4A2	IBP6	0.21907217839970392	0.04588680310929205	0.125868687500878
CFAB	AMBP	0.27920617531578973	0.04588680310929205	0.165957098951668
APOA4	SULF1	0.28456679212277114	0.0012296275342434367	0.0668869305760007
LEG1	CAD13	0.4387898835396377	0.04588680310929205	0.304078249830354
IGHG3	ANGI	0.29329196125277823	0.04588680310929205	0.129609112178869
CO6A1	CO5A2	0.3010401612781868	0.0035934388467223463	0.299804960923666
CLUS	TTHY	0.4077525743159061	0.04588680310929205	0.239454215355671
SULF1	TRFL	0.2873406539051671	0.04588680310929205	0.078756235640483
PDIA1	LECT2	0.21680572146904145	0.04588680310929205	-0.000808321063407403
OMD	SODE	0.3311606691214112	0.009392649306636072	0.0629211068852523
CO1A2	PEDF	0.3426311806603171	2.7981100117864694e-05	0.257456534913823
KLKB1	PRG4	0.3557174886361137	0.0035934388467223463	0.302470939921404
CO6A1	CO6A2	0.8161939573511747	0.0	0.719057004198616
CO6A1	CO6A3	0.9483662535014165	0.0	0.873447977306108
FRIL	CO5	0.3814585748590164	0.04588680310929205	0.0835192312816943
IGJ	SOST	0.3311326813621867	0.04588680310929205	-0.0278994350187791
SPON1	IGHD	0.27493225002282734	0.04588680310929205	-0.0632574856592733
PLMN	LEG1	0.4792408280779999	1.2131599070187151e-12	-0.292539335530377
CFAD	BCAM	0.234350849493463	6.689817796336864e-06	-0.0991412683012764
SFRP4	IGLC7	0.27943570959104563	0.04588680310929205	0.045702558579064
ITGBL	F13A	0.31420066495694976	1.4848027511469927e-06	-0.0838163065506486
FA9	A1AG1	0.3534945836906955	0.04588680310929205	-0.139269860217075
APOM	HPTR	0.4281435558537911	0.000107772995171842	0.331313259774052
PGBM	A1AG2	0.31136502309355496	0.022191044340168397	-0.146499040217596
FINC	CO5	0.3032529846951298	0.04588680310929205	0.0261950077666026
CO6A1	VTDB	0.4047600293418365	0.000107772995171842	0.0804140307605356
S10A6	LEG1	0.4092261788941516	0.009392649306636072	0.36953737080434
ANXA6	CO4B	0.34143010657303363	0.0035934388467223463	-0.00875563448145047
PLMN	PROS	0.4509899783621289	2.7981100117864694e-05	0.403974934933183
ITB3	VTNC	0.27934766069050837	0.022191044340168397	0.113021421809134
PEPD	APOC3	0.3569917271153676	0.04588680310929205	-0.116235731236235
F13A	IPSP	0.2891348354925554	0.022191044340168397	0.0372792554244883
CXCL7	TETN	0.2255064785813469	0.04588680310929205	0.0332226050983402
CATL1	PRELP	0.24240314951706438	0.022191044340168397	-0.0291011802178509
CD14	CAD13	0.32545625814668533	0.04588680310929205	-0.20541060507319
FRIH	C1QBP	0.3157445305204149	0.04588680310929205	0.0800534059430584
OSTP	IGHM	0.2874775392737556	0.04588680310929205	0.145952089149543
ADIPO	DCD	0.25563931311068727	0.04588680310929205	0.131187361548832
ANXA4	S10A4	0.458604589736077	3.3542805928050697e-10	0.478516635962956
GAS6	LG3BP	0.30386911745730316	0.04588680310929205	0.00027851931371379
IGHG3	APOD	0.3417716580031905	0.022191044340168397	0.203452268400782
HPTR	HDGR3	0.3733095967338952	0.022191044340168397	-0.166115126484597
CCL18	IGLC2	0.2763786836672211	0.04588680310929205	0.108375468026543
TRFE	A1AT	0.7419102510730998	8.320740720907734e-12	0.611569221834096
HDGR2	CPXM2	0.35626300635623515	0.0035934388467223463	-0.0761576491457357
CYTC	PLTP	0.2578546159006616	0.009392649306636072	-0.0237776253693301
CO8A	CYTC	0.2952264289901277	0.04588680310929205	0.0030854299089443
TAGL2	ANT3	0.381568165842176	0.022191044340168397	-0.0860016548834812
CATL1	LAMA5	0.2875283609236653	0.022191044340168397	-0.156182487961583
OMD	VWF	0.27934160295138855	1.4848027511469927e-06	0.0104137626185291
TAGL2	TARSH	0.3477194717303115	1.985753474932594e-09	-0.0935680009132092
HDGF	MMP2	0.3543218547291209	0.04588680310929205	-0.144918912793679
LUM	S10A9	0.2800846121544307	0.04588680310929205	0.102511326841793
APOA1	TTHY	0.43644454371782443	0.00038213523756899093	0.374864475453346
ITB2	FIBG	0.29293115062433855	0.022191044340168397	0.237509463721982
FINC	SLPI	0.3077852562645887	0.0035934388467223463	-0.0902225284198074
HGF	DCD	0.3159410063876877	0.022191044340168397	0.0565929445473292
HGF	ADIPO	0.25331667952105014	0.00038213523756899093	0.228305590637417
B2MG	CATL1	0.3459648482018308	3.3542805928050697e-10	0.290956901953919
ICAL	S10AA	0.28053761811171113	0.04588680310929205	0.191425104116281
CO6A1	SFRP2	0.3028648846188018	0.04588680310929205	0.234432069040202
AMBP	CATZ	0.2705951889041173	1.1269493079212008e-08	0.00798921224135096
SOST	FCG3A	0.3248869465736505	0.022191044340168397	-0.185110678866851
COMP	PGS2	0.30544271830107633	0.0035934388467223463	0.194431777984928
A1AG2	C1QA	0.3033724625881989	0.022191044340168397	-0.0191556060086474
CD59	SULF1	0.28708217666291275	0.00038213523756899093	0.259230976219082
CFAD	LAMA4	0.2467233023658868	0.04588680310929205	-0.134151764948042
CCL18	PERM	0.3409885860180866	0.04588680310929205	0.226964922538578
SFRP4	HGF	0.2827098263012202	0.009392649306636072	-0.0218548633022768
FIBA	FCN3	0.3798508164478306	0.0035934388467223463	0.295535076323549
COCA1	FBLN2	0.5106709836142023	1.4848027511469927e-06	0.39586395613561
PGS1	SRPX2	0.3680862880968667	0.0	0.405295460804588
CATZ	CO1A2	0.2845959919640147	0.04588680310929205	0.103306951779327
CO5	CO7	0.6011718672957677	0.0	0.527042356960093
A1AG2	TETN	0.26796500642960375	0.009392649306636072	0.166668593379781
FA10	IBP3	0.4517745931955651	0.0035934388467223463	0.383070632313562
IGKC	CADH1	0.24951934898417663	0.0035934388467223463	0.147048022849612
ITIH1	PON1	0.43072354864557955	0.022191044340168397	0.270416189541416
LECT2	CO2	0.23542778849204588	0.022191044340168397	-0.0168211054731381
MSRE	PGS1	0.3099056970826833	0.022191044340168397	0.046438906692607
VTDB	A1AG1	0.736757119421868	0.022191044340168397	0.508908355304305
LBP	LTBP4	0.4100345897604957	0.04588680310929205	-0.211816763334101
SPON1	FCG3A	0.3463946207003748	3.1168665120092424e-07	-0.183283315592239
TRYB2	LG3BP	0.24128636902759418	0.00038213523756899093	0.02224600384258
POSTN	TIMP1	0.34374973843924334	1.4848027511469927e-06	0.0581763589805432
PLTP	MANF	0.22333173327619704	0.04588680310929205	0.0144801195674549
KLKB1	CFAI	0.4384968264204926	3.1168665120092424e-07	0.449945835636409
CXCL7	SRP14	0.28565956076819976	0.04588680310929205	-0.0869838238297441
TAGL2	BCAM	0.29659007693207035	0.0012296275342434367	0.11805946050102
KLKB1	PLF4	0.2888903938376764	0.04588680310929205	0.126755284040169
PROZ	ANXA6	0.38670436351634896	0.04588680310929205	-0.104512029714489
F13B	APOC2	0.37197907462653895	0.04588680310929205	0.303386203233997
PCOC1	OMD	0.28311663886130845	0.04588680310929205	0.167357507718814
COEA1	F13A	0.323569916429893	0.04588680310929205	0.0931313340814273
SRPX2	HDGF	0.3627738731445715	1.4848027511469927e-06	-0.135843624774627
ITIH1	PROS	0.4398145871990091	0.04588680310929205	0.306328689305943
PGS1	FGL2	0.31995067002815947	0.009392649306636072	0.20953130255377
MUC18	PROS	0.3747729162139571	0.04588680310929205	-0.233419772467648
SPON1	A2AP	0.3419790342709623	0.04588680310929205	-0.0891927766542999
AMBP	FBLN1	0.3532169284733499	0.0035934388467223463	-0.033790223042067
ITIH2	APOM	0.4775024822208219	2.7981100117864694e-05	0.417971022648752
CATL1	C1QB	0.29947119540243206	0.04588680310929205	0.108882254304251
AEBP1	POSTN	0.40648381501975156	1.2131599070187151e-12	0.28360571902148
GRP75	CD9	0.24627052367355132	0.04588680310929205	-0.0301839912228813
SFRP4	LTBP4	0.22805440741407867	0.04588680310929205	0.19407189160918
HDGR3	IPSP	0.35331344424174205	0.04588680310929205	0.0163096859179858
PDIA1	DERM	0.33232486571418673	0.009392649306636072	-0.0753973430900895
FA12	IC1	0.4582249836974548	3.1168665120092424e-07	0.277588091838784
ITIH2	APOD	0.4082845028042746	0.04588680310929205	0.202113683846443
THIO	IBP7	0.4132834910367764	0.022191044340168397	0.323889650431708
FINC	A1AG1	0.32164452761175566	0.04588680310929205	0.0277208626530187
S10AC	FETUA	0.35690521987316426	0.009392649306636072	0.0380834013589104
APOH	A1AG2	0.3921406910644878	0.04588680310929205	0.275533862881358
CBPB2	APOA4	0.36995804182063585	0.04588680310929205	0.259964867158836
KLKB1	CERU	0.5049083215830894	0.0	0.436936290316775
LEG3	ITIH1	0.29528422764733014	0.04588680310929205	-0.0410041964214854
NPC2	LAMA4	0.31459765533554507	0.0012296275342434367	0.00942483893646811
MSRE	CD44	0.3541415101346947	8.320740720907734e-12	0.317025865608096
TINAL	GAS6	0.2859758182130111	0.009392649306636072	0.145683712643952
BGH3	TAGL2	0.35178438949348845	0.04588680310929205	-0.0417169599161726
IGKC	A4	0.26876236992995894	2.7981100117864694e-05	-0.0896371202660112
CMA1	TENA	0.27845387906023394	6.689817796336864e-06	0.0894497936204555
AMBP	LAMB1	0.2953204197414651	0.0012296275342434367	-0.00249416902118695
HEMO	IGHD	0.4657390853535981	0.04588680310929205	0.30454364115868
PERM	CPXM2	0.3496835053247696	0.04588680310929205	-0.102616892880092
MIME	IGHA2	0.37319239166764123	0.04588680310929205	-0.12727175102934
ANXA1	IGJ	0.2993086845768231	0.022191044340168397	-0.0832587476648497
APOM	IGHA2	0.32383237413029536	0.04588680310929205	0.248829413739795
CO6A3	SFRP2	0.3235211629842856	0.0	0.27477090718177
SDF1	PRDX1	0.32131015871655055	1.4848027511469927e-06	-0.152678768410077
CD9	BCAM	0.33129233765166105	2.7981100117864694e-05	0.195065717935197
CATZ	ICAL	0.3271943688248693	2.1548439600328583e-14	0.14228623775161
CD44	YBOX1	0.2947231909086094	0.04588680310929205	0.1573176923319
FIBA	FA10	0.3095396879936814	0.04588680310929205	0.0882480023901178
FIBB	HPTR	0.3754229613287602	0.009392649306636072	0.222568303161185
CO1A1	CO5A2	0.594500328981894	0.0	0.512810348927737
FIBG	OMD	0.2609818204336868	0.0012296275342434367	-0.110698484066549
LAMB1	ITGBL	0.27789608690810114	0.04588680310929205	0.00695561018493893
IPSP	ITB3	0.349638407602152	0.04588680310929205	-0.0484533873567851
MUC18	CO8A	0.46710319807774126	3.3542805928050697e-10	-0.301093447807056
MUC18	CO8B	0.4900517460939635	0.0	-0.303323273385678
BCAM	OMD	0.23659001589464124	0.009392649306636072	0.155283117655869
THRB	ANX11	0.3835008792051731	6.689817796336864e-06	-0.0394828818044521
PON1	IGHG2	0.34725844292183783	0.022191044340168397	0.179958371371286
LAMB1	LUM	0.3158839477838851	0.022191044340168397	-0.00116536476989136
S10AD	PRELP	0.2604539072833088	0.04588680310929205	0.106973549939444
FGL2	SAP	0.2788126166846899	0.000107772995171842	-0.0860625457309034
FMOD	TIMP2	0.28000001313912914	0.022191044340168397	0.0399787194933231
OMD	FA12	0.22720371904613965	0.04588680310929205	-0.0451269306663358
SFRP4	CO6	0.3283837739211169	0.04588680310929205	-0.0497854703137577
APOD	CATB	0.45543765745251236	0.000107772995171842	0.35819717276832
LTBP4	MFAP4	0.36802937842583827	0.0012296275342434367	0.369459384748068
C1QC	PEPD	0.3060822795031549	2.7981100117864694e-05	0.0373572929101081
FCG3A	FBLN3	0.39152712008459706	0.04588680310929205	-0.149678447097562
FCG3A	FBLN5	0.3882609331040555	0.0012296275342434367	-0.190893036327283
LAMB1	MANF	0.33224175517917304	0.04588680310929205	-0.0355073822799129
ANXA2	PGCA	0.3242520610074736	0.009392649306636072	-0.142881106395128
CO1A1	CO6A2	0.3463008649092558	0.0035934388467223463	0.23366073337891
APOA1	HDGR2	0.3202552002958637	0.04588680310929205	-0.0688591684508797
CMA1	CAD13	0.2833690386494947	0.009392649306636072	-0.00843828791648915
HPT	AFAM	0.414676309962859	0.0035934388467223463	0.298059072130222
MMP9	APOA	0.2607911058212689	0.022191044340168397	0.0929552227219318
ECM1	BGH3	0.3350309317541864	0.04588680310929205	-0.0522858897083561
VTDB	TRFE	0.7356249952487414	5.385369832888636e-11	0.634155978630028
ITGBL	IBP5	0.3163688078534093	0.022191044340168397	0.28855091479069
RARR2	SLPI	0.313982645579594	0.04588680310929205	0.230064332283606
PERM	CATD	0.32281002016971394	0.04588680310929205	0.0343955695935077
ICAL	TETN	0.28374703002770785	0.009392649306636072	-0.024215852736107
IGHD	IGHG4	0.46768007413311735	0.04588680310929205	0.388059018157662
CATG	IBP7	0.3116576618887554	6.689817796336864e-06	-0.21166093778532
S10A4	FHR2	0.37844608356840936	0.022191044340168397	-0.215741436968515
S10A4	FHR3	0.40694489617060625	2.944253787382558e-15	-0.143440238350781
CO6	FA10	0.47307680092528975	0.04588680310929205	0.301800796560365
S10A4	FHR1	0.4411941745655023	0.0035934388467223463	-0.266704195409268
QSOX1	CO5	0.4119032070969671	1.4848027511469927e-06	0.344443726644646
ECM1	IGLC2	0.37802671067684973	0.022191044340168397	0.223889419874645
ANGI	POSTN	0.274192038709894	0.04588680310929205	-0.210809684378968
MMP12	FRIL	0.3651833911085555	0.00038213523756899093	0.304483607125605
CO4A	IBP3	0.305362156872426	0.04588680310929205	-0.0121846594410971
THRB	BCAM	0.2939135573425105	0.04588680310929205	-0.00785708712014704
FBN1	DERM	0.31298413718429274	0.0035934388467223463	0.187000794897979
CO3A1	CO1A1	0.8128310710154472	0.0	0.707412632303279
ANT3	ALBU	0.43636779743968446	0.0035934388467223463	0.313023118693321
FBLN5	FRIH	0.4234953024737384	0.000107772995171842	-0.249807975455309
MMP2	HMCN1	0.3441585954693402	0.022191044340168397	0.175839663996869
MMP12	IGHG4	0.30489348330024	0.0012296275342434367	0.0994187963779087
S10A4	SODE	0.32445835433846654	0.022191044340168397	0.168178517577561
DEF1	FMOD	0.28180111119357654	0.0035934388467223463	0.0707087697166868
CO6	CO7	0.6111811245107921	0.0	0.597784530469401
CO6	CO5	0.6367249434230503	0.0	0.519231107497362
S10A4	FIBG	0.4457780716782352	0.0035934388467223463	-0.232439029915532
FA9	COFA1	0.22939149801776834	0.04588680310929205	-0.128720731611392
YBOX1	CO3A1	0.29198799773055556	0.04588680310929205	0.211361562712224
CD59	ICAL	0.2972047733819703	0.0035934388467223463	0.170523998941181
CLC11	ITB3	0.29871253094453437	0.04588680310929205	-0.0980888932185103
ITB1	ITGBL	0.2762540509479846	0.009392649306636072	0.0321721128140423
FGL2	SMOC2	0.2654480661375855	0.0012296275342434367	0.123979029489394
SAP	CD5L	0.2363328784343525	0.04588680310929205	-0.0329522514883722
PGBM	A1AT	0.3555776885595942	1.4848027511469927e-06	-0.127030550358054
COFA1	HPT	0.32350393282503404	0.04588680310929205	0.0219527287766991
